公司名称,统一社会信用代码,整合后产业链环节,是否有专利,高德返回市,高德返回区县,地级市代码,经度,纬度,年份,年鉴省,年鉴省,年鉴市,地区生产总值_当年价格_亿元_全市,人均地区生产总值_元_全市,科学技术支出_万元_全市,固定资产投资_万元_全市,常住人口_万人_全市,第三产业占地区生产总值的比重_全市,发明专利授权数_件_全市,国家级高新技术企业数_个_全市,技术合同成交额_万元_全市
中天（深圳）低空经济产业投资有限公司,91440300MAEF6G4246,上游,否,深圳市,南山区,440300,113.919219,22.493348,2009.0,广东省,广东省,深圳市,8201.3176,92772.0,791591.0,,,53.25,,,
中天（深圳）低空经济产业投资有限公司,91440300MAEF6G4246,上游,否,深圳市,南山区,440300,113.919219,22.493348,2010.0,广东省,广东省,深圳市,9581.5101,106880.0,998426.0,19447008.0,,52.72,,,
中天（深圳）低空经济产业投资有限公司,91440300MAEF6G4246,上游,否,深圳市,南山区,440300,113.919219,22.493348,2011.0,广东省,广东省,深圳市,11505.5298,110421.0,704863.0,21363882.0,,53.5,,,
中天（深圳）低空经济产业投资有限公司,91440300MAEF6G4246,上游,否,深圳市,南山区,440300,113.919219,22.493348,2012.0,广东省,广东省,深圳市,12950.0601,123247.0,791239.0,23144319.0,,55.65,,,
中天（深圳）低空经济产业投资有限公司,91440300MAEF6G4246,上游,否,深圳市,南山区,440300,113.919219,22.493348,2013.0,广东省,广东省,深圳市,14500.2302,137476.82,1329814.0,25010091.0,,56.54,,,
中天（深圳）低空经济产业投资有限公司,91440300MAEF6G4246,上游,否,深圳市,南山区,440300,113.919219,22.493348,2014.0,广东省,广东省,深圳市,16001.8207,149495.0,946000.0,27174226.0,,57.39,,,
中天（深圳）低空经济产业投资有限公司,91440300MAEF6G4246,上游,否,深圳市,南山区,440300,113.919219,22.493348,2015.0,广东省,广东省,深圳市,17502.8634,157985.0,2143182.0,32983076.0,,58.78,,,
中天（深圳）低空经济产业投资有限公司,91440300MAEF6G4246,上游,否,深圳市,南山区,440300,113.919219,22.493348,2016.0,广东省,广东省,深圳市,19492.6012,167411.0,4035240.0,40781638.0,,60.05,,,
中天（深圳）低空经济产业投资有限公司,91440300MAEF6G4246,上游,否,深圳市,南山区,440300,113.919219,22.493348,2017.0,广东省,广东省,深圳市,22490.06,,3518252.0,,,,18926.0,,
中天（深圳）低空经济产业投资有限公司,91440300MAEF6G4246,上游,否,深圳市,南山区,440300,113.919219,22.493348,2018.0,广东省,广东省,深圳市,24221.9771,189568.0,5549817.0,,,58.78,21309.0,,
中天（深圳）低空经济产业投资有限公司,91440300MAEF6G4246,上游,否,深圳市,南山区,440300,113.919219,22.493348,2019.0,广东省,广东省,深圳市,26927.0,203489.0,5484249.0,,,60.93,26051.0,,
中天（深圳）低空经济产业投资有限公司,91440300MAEF6G4246,上游,否,深圳市,南山区,440300,113.919219,22.493348,2020.0,广东省,广东省,深圳市,27670.0,159309.0,3366341.0,,1763.0,62.13,,,
中天（深圳）低空经济产业投资有限公司,91440300MAEF6G4246,上游,否,深圳市,南山区,440300,113.919219,22.493348,2021.0,广东省,广东省,深圳市,30665.0,173663.0,3822518.0,,,62.94,45202.0,,
中天（深圳）低空经济产业投资有限公司,91440300MAEF6G4246,上游,否,深圳市,南山区,440300,113.919219,22.493348,2022.0,广东省,广东省,深圳市,32388.0,183274.0,4587417.0,,,61.62,52172.0,,
中天（深圳）低空经济产业投资有限公司,91440300MAEF6G4246,上游,否,深圳市,南山区,440300,113.919219,22.493348,2023.0,广东省,广东省,深圳市,34606.0,195230.0,4549353.0,,1779.0,62.32,62252.0,,15802486.0
中天（深圳）低空经济产业投资有限公司,91440300MAEF6G4246,上游,否,深圳市,南山区,440300,113.919219,22.493348,2024.0,广东省,广东省,深圳市,36802.0,205714.0,4333783.0,,1799.0,62.13,74675.0,25700.0,16055424.0
丰翼科技(深圳)有限公司,91440300MA5FA4QL2L,中游,是,深圳市,宝安区,440300,113.832804,22.620869,1998.0,广东省,广东省,深圳市,1289.019,,,4546016.0,,48.7,,,
丰翼科技(深圳)有限公司,91440300MA5FA4QL2L,中游,是,深圳市,宝安区,440300,113.832804,22.620869,1999.0,广东省,广东省,深圳市,1436.5071,,,5446834.0,,48.3,,,
丰翼科技(深圳)有限公司,91440300MA5FA4QL2L,中游,是,深圳市,宝安区,440300,113.832804,22.620869,2000.0,广东省,广东省,深圳市,1665.2406,,,5945958.0,,46.4,,,
丰翼科技(深圳)有限公司,91440300MA5FA4QL2L,中游,是,深圳市,宝安区,440300,113.832804,22.620869,2001.0,广东省,广东省,深圳市,1954.17,152099.16,,6466933.0,,45.01,,,
丰翼科技(深圳)有限公司,91440300MA5FA4QL2L,中游,是,深圳市,宝安区,440300,113.832804,22.620869,2002.0,广东省,广东省,深圳市,2256.83,46388.0,,7998400.0,,44.45,,,
丰翼科技(深圳)有限公司,91440300MA5FA4QL2L,中游,是,深圳市,宝安区,440300,113.832804,22.620869,2003.0,广东省,广东省,深圳市,2895.407,54545.0,15274.0,9491016.0,,39.9,,,
丰翼科技(深圳)有限公司,91440300MA5FA4QL2L,中游,是,深圳市,宝安区,440300,113.832804,22.620869,2004.0,广东省,广东省,深圳市,3422.8,59271.0,13754.0,10925500.0,,37.99,,,
丰翼科技(深圳)有限公司,91440300MA5FA4QL2L,中游,是,深圳市,宝安区,440300,113.832804,22.620869,2005.0,广东省,广东省,深圳市,4950.9078,60801.0,16300.0,11810542.0,,46.61,,,
丰翼科技(深圳)有限公司,91440300MA5FA4QL2L,中游,是,深圳市,宝安区,440300,113.832804,22.620869,2006.0,广东省,广东省,深圳市,5813.5624,69450.0,16769.0,12736693.0,,47.42,,,
丰翼科技(深圳)有限公司,91440300MA5FA4QL2L,中游,是,深圳市,宝安区,440300,113.832804,22.620869,2007.0,广东省,广东省,深圳市,6801.5706,79645.0,498998.0,13450037.0,,49.84,,,
丰翼科技(深圳)有限公司,91440300MA5FA4QL2L,中游,是,深圳市,宝安区,440300,113.832804,22.620869,2008.0,广东省,广东省,深圳市,7806.5387,89814.0,546820.0,14676043.0,,51.04,,,
丰翼科技(深圳)有限公司,91440300MA5FA4QL2L,中游,是,深圳市,宝安区,440300,113.832804,22.620869,2009.0,广东省,广东省,深圳市,8201.3176,92772.0,791591.0,,,53.25,,,
丰翼科技(深圳)有限公司,91440300MA5FA4QL2L,中游,是,深圳市,宝安区,440300,113.832804,22.620869,2010.0,广东省,广东省,深圳市,9581.5101,106880.0,998426.0,19447008.0,,52.72,,,
丰翼科技(深圳)有限公司,91440300MA5FA4QL2L,中游,是,深圳市,宝安区,440300,113.832804,22.620869,2011.0,广东省,广东省,深圳市,11505.5298,110421.0,704863.0,21363882.0,,53.5,,,
丰翼科技(深圳)有限公司,91440300MA5FA4QL2L,中游,是,深圳市,宝安区,440300,113.832804,22.620869,2012.0,广东省,广东省,深圳市,12950.0601,123247.0,791239.0,23144319.0,,55.65,,,
丰翼科技(深圳)有限公司,91440300MA5FA4QL2L,中游,是,深圳市,宝安区,440300,113.832804,22.620869,2013.0,广东省,广东省,深圳市,14500.2302,137476.82,1329814.0,25010091.0,,56.54,,,
丰翼科技(深圳)有限公司,91440300MA5FA4QL2L,中游,是,深圳市,宝安区,440300,113.832804,22.620869,2014.0,广东省,广东省,深圳市,16001.8207,149495.0,946000.0,27174226.0,,57.39,,,
丰翼科技(深圳)有限公司,91440300MA5FA4QL2L,中游,是,深圳市,宝安区,440300,113.832804,22.620869,2015.0,广东省,广东省,深圳市,17502.8634,157985.0,2143182.0,32983076.0,,58.78,,,
丰翼科技(深圳)有限公司,91440300MA5FA4QL2L,中游,是,深圳市,宝安区,440300,113.832804,22.620869,2016.0,广东省,广东省,深圳市,19492.6012,167411.0,4035240.0,40781638.0,,60.05,,,
丰翼科技(深圳)有限公司,91440300MA5FA4QL2L,中游,是,深圳市,宝安区,440300,113.832804,22.620869,2017.0,广东省,广东省,深圳市,22490.06,,3518252.0,,,,18926.0,,
丰翼科技(深圳)有限公司,91440300MA5FA4QL2L,中游,是,深圳市,宝安区,440300,113.832804,22.620869,2018.0,广东省,广东省,深圳市,24221.9771,189568.0,5549817.0,,,58.78,21309.0,,
丰翼科技(深圳)有限公司,91440300MA5FA4QL2L,中游,是,深圳市,宝安区,440300,113.832804,22.620869,2019.0,广东省,广东省,深圳市,26927.0,203489.0,5484249.0,,,60.93,26051.0,,
丰翼科技(深圳)有限公司,91440300MA5FA4QL2L,中游,是,深圳市,宝安区,440300,113.832804,22.620869,2020.0,广东省,广东省,深圳市,27670.0,159309.0,3366341.0,,1763.0,62.13,,,
丰翼科技(深圳)有限公司,91440300MA5FA4QL2L,中游,是,深圳市,宝安区,440300,113.832804,22.620869,2021.0,广东省,广东省,深圳市,30665.0,173663.0,3822518.0,,,62.94,45202.0,,
丰翼科技(深圳)有限公司,91440300MA5FA4QL2L,中游,是,深圳市,宝安区,440300,113.832804,22.620869,2022.0,广东省,广东省,深圳市,32388.0,183274.0,4587417.0,,,61.62,52172.0,,
丰翼科技(深圳)有限公司,91440300MA5FA4QL2L,中游,是,深圳市,宝安区,440300,113.832804,22.620869,2023.0,广东省,广东省,深圳市,34606.0,195230.0,4549353.0,,1779.0,62.32,62252.0,,15802486.0
丰翼科技(深圳)有限公司,91440300MA5FA4QL2L,中游,是,深圳市,宝安区,440300,113.832804,22.620869,2024.0,广东省,广东省,深圳市,36802.0,205714.0,4333783.0,,1799.0,62.13,74675.0,25700.0,16055424.0
亿航智能设备有限公司,91440116MA59AB9P0B,中游,是,广州市,黄埔区,440100,113.529652,23.054508,1998.0,广东省,广东省,广州市,1841.6052,,,7588283.0,,50.3,,,
亿航智能设备有限公司,91440116MA59AB9P0B,中游,是,广州市,黄埔区,440100,113.529652,23.054508,1999.0,广东省,广东省,广州市,2056.7383,,,8782586.0,,49.8,,,
亿航智能设备有限公司,91440116MA59AB9P0B,中游,是,广州市,黄埔区,440100,113.529652,23.054508,2000.0,广东省,广东省,广州市,2375.9129,,,5680860.0,,52.6,,,
亿航智能设备有限公司,91440116MA59AB9P0B,中游,是,广州市,黄埔区,440100,113.529652,23.054508,2001.0,广东省,广东省,广州市,2685.7574,38007.44,,9782093.0,,54.49,,,
亿航智能设备有限公司,91440116MA59AB9P0B,中游,是,广州市,黄埔区,440100,113.529652,23.054508,2002.0,广东省,广东省,广州市,3001.476,41884.0,,10092421.0,,55.68,,,
亿航智能设备有限公司,91440116MA59AB9P0B,中游,是,广州市,黄埔区,440100,113.529652,23.054508,2003.0,广东省,广东省,广州市,3496.8787,48372.0,20827.0,11751668.0,,53.73,,,
亿航智能设备有限公司,91440116MA59AB9P0B,中游,是,广州市,黄埔区,440100,113.529652,23.054508,2004.0,广东省,广东省,广州市,4115.8077,56271.0,24791.0,13489283.0,,53.03,,,
亿航智能设备有限公司,91440116MA59AB9P0B,中游,是,广州市,黄埔区,440100,113.529652,23.054508,2005.0,广东省,广东省,广州市,5154.2283,69268.0,24082.0,15191582.0,,57.79,,,
亿航智能设备有限公司,91440116MA59AB9P0B,中游,是,广州市,黄埔区,440100,113.529652,23.054508,2006.0,广东省,广东省,广州市,6073.8277,63100.0,26334.0,16963824.0,,57.6,,,
亿航智能设备有限公司,91440116MA59AB9P0B,中游,是,广州市,黄埔区,440100,113.529652,23.054508,2007.0,广东省,广东省,广州市,7109.1814,71808.0,211587.0,18633437.0,,58.41,,,
亿航智能设备有限公司,91440116MA59AB9P0B,中游,是,广州市,黄埔区,440100,113.529652,23.054508,2008.0,广东省,广东省,广州市,8215.8151,81233.0,262213.0,21056725.0,,59.02,,,
亿航智能设备有限公司,91440116MA59AB9P0B,中游,是,广州市,黄埔区,440100,113.529652,23.054508,2009.0,广东省,广东省,广州市,9138.2135,89082.0,323623.0,,,60.85,,,
亿航智能设备有限公司,91440116MA59AB9P0B,中游,是,广州市,黄埔区,440100,113.529652,23.054508,2010.0,广东省,广东省,广州市,10748.2828,103625.0,319379.0,32635731.0,,61.01,,,
亿航智能设备有限公司,91440116MA59AB9P0B,中游,是,广州市,黄埔区,440100,113.529652,23.054508,2011.0,广东省,广东省,广州市,12423.439,97588.0,222300.0,34122000.0,,61.51,,,
亿航智能设备有限公司,91440116MA59AB9P0B,中游,是,广州市,黄埔区,440100,113.529652,23.054508,2012.0,广东省,广东省,广州市,13551.2072,105909.0,521165.0,37583868.0,,63.59,,,
亿航智能设备有限公司,91440116MA59AB9P0B,中游,是,广州市,黄埔区,440100,113.529652,23.054508,2013.0,广东省,广东省,广州市,15420.1434,185338.0,541912.0,44545508.0,,64.62,,,
亿航智能设备有限公司,91440116MA59AB9P0B,中游,是,广州市,黄埔区,440100,113.529652,23.054508,2014.0,广东省,广东省,广州市,16706.8719,128478.0,563212.0,48895026.0,,65.23,,,
亿航智能设备有限公司,91440116MA59AB9P0B,中游,是,广州市,黄埔区,440100,113.529652,23.054508,2015.0,广东省,广东省,广州市,18100.4136,136188.0,886688.0,54059522.0,,67.11,,,
亿航智能设备有限公司,91440116MA59AB9P0B,中游,是,广州市,黄埔区,440100,113.529652,23.054508,2016.0,广东省,广东省,广州市,19547.442,141933.0,1129546.0,57035860.0,,69.35,,,
亿航智能设备有限公司,91440116MA59AB9P0B,中游,是,广州市,黄埔区,440100,113.529652,23.054508,2017.0,广东省,广东省,广州市,21503.15,,1712569.0,,,,9345.0,,
亿航智能设备有限公司,91440116MA59AB9P0B,中游,是,广州市,黄埔区,440100,113.529652,23.054508,2018.0,广东省,广东省,广州市,22859.3471,155491.0,1636655.0,,,71.75,10797.0,,
亿航智能设备有限公司,91440116MA59AB9P0B,中游,是,广州市,黄埔区,440100,113.529652,23.054508,2019.0,广东省,广东省,广州市,23629.0,156427.0,2439456.0,,,71.62,12222.0,,
亿航智能设备有限公司,91440116MA59AB9P0B,中游,是,广州市,黄埔区,440100,113.529652,23.054508,2020.0,广东省,广东省,广州市,25019.0,135047.0,2241321.0,,1874.0,72.51,,,
亿航智能设备有限公司,91440116MA59AB9P0B,中游,是,广州市,黄埔区,440100,113.529652,23.054508,2021.0,广东省,广东省,广州市,28232.0,150366.0,2012478.0,,,71.56,24120.0,,
亿航智能设备有限公司,91440116MA59AB9P0B,中游,是,广州市,黄埔区,440100,113.529652,23.054508,2022.0,广东省,广东省,广州市,28839.0,153625.0,1982136.0,,,71.47,27604.0,,
亿航智能设备有限公司,91440116MA59AB9P0B,中游,是,广州市,黄埔区,440100,113.529652,23.054508,2023.0,广东省,广东省,广州市,30356.0,161634.0,1949553.0,,1883.0,73.34,36339.0,13183.0,25508200.0
亿航智能设备有限公司,91440116MA59AB9P0B,中游,是,广州市,黄埔区,440100,113.529652,23.054508,2024.0,广东省,广东省,广州市,31033.0,164171.0,1496572.0,,1898.0,73.66,37934.0,13727.0,10031665.0
佛山市南海区大数据投资建设有限公司,91440605MA52DEJ91R,中游,是,佛山市,南海区,440600,113.095075,23.062075,1998.0,广东省,广东省,佛山市,782.562,,,1491492.0,,39.2,,,
佛山市南海区大数据投资建设有限公司,91440605MA52DEJ91R,中游,是,佛山市,南海区,440600,113.095075,23.062075,1999.0,广东省,广东省,佛山市,833.7935,,,1731838.0,,40.2,,,
佛山市南海区大数据投资建设有限公司,91440605MA52DEJ91R,中游,是,佛山市,南海区,440600,113.095075,23.062075,2000.0,广东省,广东省,佛山市,957.2042,,,1989628.0,,40.3,,,
佛山市南海区大数据投资建设有限公司,91440605MA52DEJ91R,中游,是,佛山市,南海区,440600,113.095075,23.062075,2001.0,广东省,广东省,佛山市,1103.8915,32991.38,,2381979.0,,40.66,,,
佛山市南海区大数据投资建设有限公司,91440605MA52DEJ91R,中游,是,佛山市,南海区,440600,113.095075,23.062075,2002.0,广东省,广东省,佛山市,1175.9169,34850.0,,2904266.0,,40.65,,,
佛山市南海区大数据投资建设有限公司,91440605MA52DEJ91R,中游,是,佛山市,南海区,440600,113.095075,23.062075,2003.0,广东省,广东省,佛山市,1381.5951,40444.0,21713.0,4236889.0,,39.03,,,
佛山市南海区大数据投资建设有限公司,91440605MA52DEJ91R,中游,是,佛山市,南海区,440600,113.095075,23.062075,2004.0,广东省,广东省,佛山市,1656.4573,47500.0,16962.0,5654039.0,,37.21,,,
佛山市南海区大数据投资建设有限公司,91440605MA52DEJ91R,中游,是,佛山市,南海区,440600,113.095075,23.062075,2005.0,广东省,广东省,佛山市,2383.1836,41266.0,18679.0,7571333.0,,36.42,,,
佛山市南海区大数据投资建设有限公司,91440605MA52DEJ91R,中游,是,佛山市,南海区,440600,113.095075,23.062075,2006.0,广东省,广东省,佛山市,2928.1591,50232.0,20095.0,9098300.0,,34.5,,,
佛山市南海区大数据投资建设有限公司,91440605MA52DEJ91R,中游,是,佛山市,南海区,440600,113.095075,23.062075,2007.0,广东省,广东省,佛山市,3605.1142,61199.0,73738.0,10896883.0,,33.15,,,
佛山市南海区大数据投资建设有限公司,91440605MA52DEJ91R,中游,是,佛山市,南海区,440600,113.095075,23.062075,2008.0,广东省,广东省,佛山市,4333.3044,72975.0,79035.0,12586456.0,,32.2,,,
佛山市南海区大数据投资建设有限公司,91440605MA52DEJ91R,中游,是,佛山市,南海区,440600,113.095075,23.062075,2009.0,广东省,广东省,佛山市,4820.8972,80686.0,84083.0,,,35.0,,,
佛山市南海区大数据投资建设有限公司,91440605MA52DEJ91R,中游,是,佛山市,南海区,440600,113.095075,23.062075,2010.0,广东省,广东省,佛山市,5651.5223,93983.0,113366.0,17196295.0,,35.45,,,
佛山市南海区大数据投资建设有限公司,91440605MA52DEJ91R,中游,是,佛山市,南海区,440600,113.095075,23.062075,2011.0,广东省,广东省,佛山市,6580.2823,91202.0,128974.0,19339593.0,,34.58,,,
佛山市南海区大数据投资建设有限公司,91440605MA52DEJ91R,中游,是,佛山市,南海区,440600,113.095075,23.062075,2012.0,广东省,广东省,佛山市,6613.0223,91259.0,168320.0,21283257.0,,35.83,,,
佛山市南海区大数据投资建设有限公司,91440605MA52DEJ91R,中游,是,佛山市,南海区,440600,113.095075,23.062075,2013.0,广东省,广东省,佛山市,7010.1725,183512.0,163697.0,23836462.0,,36.1,,,
佛山市南海区大数据投资建设有限公司,91440605MA52DEJ91R,中游,是,佛山市,南海区,440600,113.095075,23.062075,2014.0,广东省,广东省,佛山市,7441.5994,101617.0,153760.0,26124462.0,,36.36,,,
佛山市南海区大数据投资建设有限公司,91440605MA52DEJ91R,中游,是,佛山市,南海区,440600,113.095075,23.062075,2015.0,广东省,广东省,佛山市,8003.9186,108299.0,302739.0,30355217.0,,37.83,,,
佛山市南海区大数据投资建设有限公司,91440605MA52DEJ91R,中游,是,佛山市,南海区,440600,113.095075,23.062075,2016.0,广东省,广东省,佛山市,8630.0002,115891.0,349559.0,35120393.0,,38.69,,,
佛山市南海区大数据投资建设有限公司,91440605MA52DEJ91R,中游,是,佛山市,南海区,440600,113.095075,23.062075,2017.0,广东省,广东省,佛山市,9398.53,,462621.0,,,,4901.0,,
佛山市南海区大数据投资建设有限公司,91440605MA52DEJ91R,中游,是,佛山市,南海区,440600,113.095075,23.062075,2018.0,广东省,广东省,佛山市,9935.8845,127691.0,546769.0,,,42.04,5058.0,,
佛山市南海区大数据投资建设有限公司,91440605MA52DEJ91R,中游,是,佛山市,南海区,440600,113.095075,23.062075,2019.0,广东省,广东省,佛山市,10751.0,133850.0,981555.0,,,42.32,4582.0,,
佛山市南海区大数据投资建设有限公司,91440605MA52DEJ91R,中游,是,佛山市,南海区,440600,113.095075,23.062075,2020.0,广东省,广东省,佛山市,10816.0,114157.0,1015580.0,,952.0,42.13,,,
佛山市南海区大数据投资建设有限公司,91440605MA52DEJ91R,中游,是,佛山市,南海区,440600,113.095075,23.062075,2021.0,广东省,广东省,佛山市,12157.0,127085.0,1016580.0,,,42.27,8306.0,,
佛山市南海区大数据投资建设有限公司,91440605MA52DEJ91R,中游,是,佛山市,南海区,440600,113.095075,23.062075,2022.0,广东省,广东省,佛山市,12698.0,132517.0,835955.0,,,42.11,8607.0,,
佛山市南海区大数据投资建设有限公司,91440605MA52DEJ91R,中游,是,佛山市,南海区,440600,113.095075,23.062075,2023.0,广东省,广东省,佛山市,13276.0,138526.0,573562.0,,962.0,41.68,11314.0,10300.0,164968.0
佛山市南海区大数据投资建设有限公司,91440605MA52DEJ91R,中游,是,佛山市,南海区,440600,113.095075,23.062075,2024.0,广东省,广东省,佛山市,13362.0,138363.0,388592.0,,970.0,47.88,13396.0,9330.0,158062.0
佛山顺德光启尖端装备有限公司,91440606MA531XDX75,中游,是,佛山市,顺德区,440600,113.200811,22.754777,1998.0,广东省,广东省,佛山市,782.562,,,1491492.0,,39.2,,,
佛山顺德光启尖端装备有限公司,91440606MA531XDX75,中游,是,佛山市,顺德区,440600,113.200811,22.754777,1999.0,广东省,广东省,佛山市,833.7935,,,1731838.0,,40.2,,,
佛山顺德光启尖端装备有限公司,91440606MA531XDX75,中游,是,佛山市,顺德区,440600,113.200811,22.754777,2000.0,广东省,广东省,佛山市,957.2042,,,1989628.0,,40.3,,,
佛山顺德光启尖端装备有限公司,91440606MA531XDX75,中游,是,佛山市,顺德区,440600,113.200811,22.754777,2001.0,广东省,广东省,佛山市,1103.8915,32991.38,,2381979.0,,40.66,,,
佛山顺德光启尖端装备有限公司,91440606MA531XDX75,中游,是,佛山市,顺德区,440600,113.200811,22.754777,2002.0,广东省,广东省,佛山市,1175.9169,34850.0,,2904266.0,,40.65,,,
佛山顺德光启尖端装备有限公司,91440606MA531XDX75,中游,是,佛山市,顺德区,440600,113.200811,22.754777,2003.0,广东省,广东省,佛山市,1381.5951,40444.0,21713.0,4236889.0,,39.03,,,
佛山顺德光启尖端装备有限公司,91440606MA531XDX75,中游,是,佛山市,顺德区,440600,113.200811,22.754777,2004.0,广东省,广东省,佛山市,1656.4573,47500.0,16962.0,5654039.0,,37.21,,,
佛山顺德光启尖端装备有限公司,91440606MA531XDX75,中游,是,佛山市,顺德区,440600,113.200811,22.754777,2005.0,广东省,广东省,佛山市,2383.1836,41266.0,18679.0,7571333.0,,36.42,,,
佛山顺德光启尖端装备有限公司,91440606MA531XDX75,中游,是,佛山市,顺德区,440600,113.200811,22.754777,2006.0,广东省,广东省,佛山市,2928.1591,50232.0,20095.0,9098300.0,,34.5,,,
佛山顺德光启尖端装备有限公司,91440606MA531XDX75,中游,是,佛山市,顺德区,440600,113.200811,22.754777,2007.0,广东省,广东省,佛山市,3605.1142,61199.0,73738.0,10896883.0,,33.15,,,
佛山顺德光启尖端装备有限公司,91440606MA531XDX75,中游,是,佛山市,顺德区,440600,113.200811,22.754777,2008.0,广东省,广东省,佛山市,4333.3044,72975.0,79035.0,12586456.0,,32.2,,,
佛山顺德光启尖端装备有限公司,91440606MA531XDX75,中游,是,佛山市,顺德区,440600,113.200811,22.754777,2009.0,广东省,广东省,佛山市,4820.8972,80686.0,84083.0,,,35.0,,,
佛山顺德光启尖端装备有限公司,91440606MA531XDX75,中游,是,佛山市,顺德区,440600,113.200811,22.754777,2010.0,广东省,广东省,佛山市,5651.5223,93983.0,113366.0,17196295.0,,35.45,,,
佛山顺德光启尖端装备有限公司,91440606MA531XDX75,中游,是,佛山市,顺德区,440600,113.200811,22.754777,2011.0,广东省,广东省,佛山市,6580.2823,91202.0,128974.0,19339593.0,,34.58,,,
佛山顺德光启尖端装备有限公司,91440606MA531XDX75,中游,是,佛山市,顺德区,440600,113.200811,22.754777,2012.0,广东省,广东省,佛山市,6613.0223,91259.0,168320.0,21283257.0,,35.83,,,
佛山顺德光启尖端装备有限公司,91440606MA531XDX75,中游,是,佛山市,顺德区,440600,113.200811,22.754777,2013.0,广东省,广东省,佛山市,7010.1725,183512.0,163697.0,23836462.0,,36.1,,,
佛山顺德光启尖端装备有限公司,91440606MA531XDX75,中游,是,佛山市,顺德区,440600,113.200811,22.754777,2014.0,广东省,广东省,佛山市,7441.5994,101617.0,153760.0,26124462.0,,36.36,,,
佛山顺德光启尖端装备有限公司,91440606MA531XDX75,中游,是,佛山市,顺德区,440600,113.200811,22.754777,2015.0,广东省,广东省,佛山市,8003.9186,108299.0,302739.0,30355217.0,,37.83,,,
佛山顺德光启尖端装备有限公司,91440606MA531XDX75,中游,是,佛山市,顺德区,440600,113.200811,22.754777,2016.0,广东省,广东省,佛山市,8630.0002,115891.0,349559.0,35120393.0,,38.69,,,
佛山顺德光启尖端装备有限公司,91440606MA531XDX75,中游,是,佛山市,顺德区,440600,113.200811,22.754777,2017.0,广东省,广东省,佛山市,9398.53,,462621.0,,,,4901.0,,
佛山顺德光启尖端装备有限公司,91440606MA531XDX75,中游,是,佛山市,顺德区,440600,113.200811,22.754777,2018.0,广东省,广东省,佛山市,9935.8845,127691.0,546769.0,,,42.04,5058.0,,
佛山顺德光启尖端装备有限公司,91440606MA531XDX75,中游,是,佛山市,顺德区,440600,113.200811,22.754777,2019.0,广东省,广东省,佛山市,10751.0,133850.0,981555.0,,,42.32,4582.0,,
佛山顺德光启尖端装备有限公司,91440606MA531XDX75,中游,是,佛山市,顺德区,440600,113.200811,22.754777,2020.0,广东省,广东省,佛山市,10816.0,114157.0,1015580.0,,952.0,42.13,,,
